mean_line_slope_log,mean_line_slope_body,start_body_size,end_body_size,percent_change_body,taxon,n_users_sampled,replicate
-0.1616615023287743,-52.57304250969401,182.60661000421973,121.3253286427985,-33.559180229020804,Birds,50,29
-0.1366185175740306,-50.096189750242225,170.78833239625948,115.38952745967475,-32.43711333163532,Birds,50,30
-0.005468760900324662,3.0085092065701895,156.8902939029679,158.23763920166454,0.8587818055398211,Birds,50,31
-0.19930288586833092,-75.08629299148126,219.15261781243657,140.26080609749346,-35.99857145327977,Birds,50,32
-0.12453285443662394,-43.992696922596416,165.75921327291255,119.25782032028488,-28.053579668036864,Birds,50,33
-0.1223293814005044,-46.79895513334851,175.0320815746799,122.80212439269135,-29.840219411264833,Birds,50,34
-0.20374030964726472,-71.29397013004976,170.82651354140455,95.61923591646564,-44.02552979968788,Birds,50,35
-0.15880202754331627,-54.59734030887837,160.4232565451831,101.98443558203344,-36.427898436714756,Birds,50,36
-0.15684399171480448,-45.24214338957418,178.59587072562567,131.78477080994733,-26.21062834515002,Birds,50,37
-0.10795460544780144,-27.721003035266456,166.35434357966543,137.01320787345833,-17.63773345188063,Birds,50,38
-0.10091825928997201,-42.4750187549965,182.27072492440143,138.11117154841537,-24.22745254033618,Birds,50,39
-0.028434452263599978,-14.950451883984046,161.17722919322358,145.63363168265786,-9.643792481338442,Birds,50,40
-0.06754774578478445,-49.52215655863708,158.93442985845354,107.6267062980234,-32.2823214618284,Birds,50,41
0.1098803320750309,50.41440919299819,131.5685985507335,183.5826176783041,39.53376390758905,Birds,50,42
-0.09834811228347264,-37.955148001765394,219.44786143366167,179.99262452148736,-17.979321673226465,Birds,50,43
-0.12151917509805155,-34.224142032409894,152.98266036306336,115.9396197788803,-24.21388181920181,Birds,50,44
-0.05662129767480192,-12.655553256113325,167.18656102984164,151.5903245155783,-9.328642456781877,Birds,50,45
-0.04218005443677889,-27.665566073261722,156.61896613770062,128.9976086624025,-17.636023373448396,Birds,50,46
-0.13530052716320362,-58.83682172476963,190.2652454517361,124.64581288778145,-34.48839666338333,Birds,50,47
-0.12833623733763586,-48.995862674598605,163.97855845103425,112.65587142044193,-31.298413350741715,Birds,50,48
-0.03278224541519557,-27.440147666292695,170.19783119484393,141.8858848847403,-16.63472801700503,Birds,50,49
-0.1396720691047907,-33.68815045120027,217.5832663449729,179.68130388142762,-17.41952085757029,Birds,50,50
0.05419508718257398,36.396635805449066,127.77893997465783,165.25083303816936,29.32556262475121,Birds,50,51
-0.10531179798624356,-34.688054861672875,158.27897940415392,122.46239100465893,-22.628771384758505,Birds,50,52
-0.021473873541771885,-17.517305273012852,175.3700197023471,151.70551705742506,-13.494041162273597,Birds,50,53
-0.036715570353423155,-8.072155708242164,167.9917285543688,156.1187402805293,-7.067602896887227,Birds,50,54
-0.023847336914227666,-21.11636363788211,161.84491849790365,140.79024128111033,-13.009167919637864,Birds,50,55
-0.008008559618695557,1.1368004857154332,172.35197124301956,170.47393290189237,-1.0896529512152364,Birds,50,56
-0.16607726423501554,-44.58472595221529,168.87233519149132,120.28664546410738,-28.770662567252725,Birds,50,57
-0.2183524394450075,-65.6030172257982,196.54576938727246,126.49638048135458,-35.64024253704135,Birds,50,58
-0.197465660507681,-57.88350453703758,169.1243532320619,109.03684954391451,-35.528593333746,Birds,50,59
-0.042797031988579995,-0.2835683598876825,162.12821145843338,162.26701699219439,0.08561467033552095,Birds,50,60
-0.04677213516136362,-38.12067267848484,175.996709121137,133.58705313657055,-24.09684601282872,Birds,50,61
-0.14015783610385837,-42.246574965133824,179.90572982543603,134.64394943392693,-25.158609698216374,Birds,50,62
-0.14098961408550073,-44.05791824353363,174.06506282163147,126.43498169355904,-27.363378012783702,Birds,50,63
-0.11916611637024295,-46.52568029390674,192.65574270801355,145.26557579379542,-24.598367143429524,Birds,50,64
-0.08163995867016928,-25.339221036110313,150.0619282445607,124.61955552462355,-16.954582029942266,Birds,50,65
-0.18076897177499032,-59.78102497015254,180.4388723287756,116.86309698938142,-35.233968445310104,Birds,50,66
-0.20986796929953352,-54.78188849794762,169.30277833122662,111.8513413801658,-33.93413712246465,Birds,50,67
-0.10513481307318746,-25.525533093208736,181.65383161546734,154.53063227679158,-14.931256388850256,Birds,50,68
-0.17564715766899988,-69.32823014608013,193.72090049755863,119.95751685392123,-38.077142659455575,Birds,50,69
-0.18928499312942015,-76.70221996894361,215.0937081168068,129.5242599687385,-39.782404095985804,Birds,50,70
-0.09517103580515061,-32.86493942419953,158.97235285482157,124.5202099053525,-21.671782753905532,Birds,50,71
-0.13122634355796944,-26.24208751221928,140.7604845959424,112.46867771340897,-20.099253681703345,Birds,50,72
-0.1458075602839282,-70.19967352020849,216.31202474080646,140.8586852272957,-34.88171293478571,Birds,50,73
-0.08004846439407932,-25.655178494070555,173.45626885818436,146.22516450170673,-15.699118017315039,Birds,50,74
-0.03592086178441114,-13.914495776985824,143.51743636492225,129.42637155952008,-9.818364348128938,Birds,50,75
-0.21785463316533335,-86.50883717723642,212.5716235674204,118.6440825796633,-44.186302673633435,Birds,50,76
